Object Type,Item ARK,Parent ARK,Title,Local identifier,File Name,Visibility,Date.created,Date.normalized,Contents note,Format.extent,Type.typeOfResource,Genre,Language,Name.creator,Name.subject,Place of origin,Publisher.publisherName,Repository,Rights.copyrightStatus,Rights.rightsHolderContact,Contributor,Subject topic,Program,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Work,ark:/21198/z1qg1jxb,ark:/21198/z19c9kx1,Universidad del Aire 1955-06-05,ihc_udelaire_19550605,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19550605.wav,open,1955-06-05,1955-06-05,Parts 1-4,00 hr. 32 min. 32 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Enríquez Ureña, Max, Dr.|~|Garcia de Franca, Mireille, Dr.|~|Ichaso, Francisco, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Enríquez Ureña, Max, Dr.|~|Garcia de Franca, Mireille, Dr.|~|Ichaso, Francisco, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/qg/1j/xb/21198=z1qg1jxb/ark%2B=21198=z1qg1jxb.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1qg1jxb%2Faudiowaveform.dat,,,1952.461088,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qg1jxb/manifest
Work,ark:/21198/z1642fr4,ark:/21198/z19c9kx1,Universidad del Aire 1955-06-12,ihc_udelaire_19550612,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19550612.wav,open,1955-06-12,1955-06-12,Parts 1-4,00 hr. 44 min. 59 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Fernández de la Vega, Oscar, Dr.|~|Solís, Rafael Suárez, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Fernández de la Vega, Oscar, Dr.|~|Solís, Rafael Suárez, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/64/2f/r4/21198=z1642fr4/ark%2B=21198=z1642fr4.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1642fr4%2Faudiowaveform.dat,,,2699.377375,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1642fr4/manifest
Work,ark:/21198/z12c1q28,ark:/21198/z19c9kx1,Universidad del Aire 1955-06-19,ihc_udelaire_19550619,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19550619.wav,open,1955-06-19,1955-06-19,Parts 1-4,00 hr. 37 min. 41 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Baquero, Gaston, Dr.|~|Yarini, Josefina, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Baquero, Gaston, Dr.|~|Yarini, Josefina, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/2c/1q/28/21198=z12c1q28/ark%2B=21198=z12c1q28.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz12c1q28%2Faudiowaveform.dat,,,2261.093896,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12c1q28/manifest
Work,ark:/21198/z1xm16h2,ark:/21198/z19c9kx1,Universidad del Aire 1955-06-26,ihc_udelaire_19550626,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19550626.wav,open,1955-06-26,1955-06-26,Parts 1-4,00 hr. 53 min. 11 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Esteger, Rafael, Dr.|~|Masvidal, Aurelio Boza, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Esteger, Rafael, Dr.|~|Masvidal, Aurelio Boza, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/xm/16/h2/21198=z1xm16h2/ark%2B=21198=z1xm16h2.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1xm16h2%2Faudiowaveform.dat,,,3191.023896,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xm16h2/manifest
Work,ark:/21198/z1sv0frw,ark:/21198/z19c9kx1,Universidad del Aire 1955-07-03,ihc_udelaire_19550703,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19550703.wav,open,1955-07-03,1955-07-03,Parts 1-4,00 hr. 34 min. 46 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Lima, Jose Lezama, Dr.|~|Olano, Andres Núñez, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Lima, Jose Lezama, Dr.|~|Olano, Andres Núñez, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/sv/0f/rw/21198=z1sv0frw/ark%2B=21198=z1sv0frw.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1sv0frw%2Faudiowaveform.dat,,,2086.478813,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sv0frw/manifest
Work,ark:/21198/z1p29q4p,ark:/21198/z19c9kx1,Universidad del Aire 1955-07-10,ihc_udelaire_19550710,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19550710.wav,open,1955-07-10,1955-07-10,Parts 1-4,00 hr. 41 min. 09 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Muñoz, Eduardo, Dr.|~|Sabin, Francisco, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Muñoz, Eduardo, Dr.|~|Sabin, Francisco, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/p2/9q/4p/21198=z1p29q4p/ark%2B=21198=z1p29q4p.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1p29q4p%2Faudiowaveform.dat,,,2469.6855,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p29q4p/manifest
Work,ark:/21198/z1jd7nrc,ark:/21198/z19c9kx1,Universidad del Aire 1955-07-17,ihc_udelaire_19550717,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19550717.wav,open,1955-07-17,1955-07-17,Parts 1-4,00 hr. 30 min. 54 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Godoy, Gaston, Dr.|~|Pogolotti, Graciela, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Godoy, Gaston, Dr.|~|Pogolotti, Graciela, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/jd/7n/rc/21198=z1jd7nrc/ark%2B=21198=z1jd7nrc.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1jd7nrc%2Faudiowaveform.dat,,,1854.754688,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jd7nrc/manifest
Work,ark:/21198/z1dn6x2h,ark:/21198/z19c9kx1,Universidad del Aire 1955-07-24,ihc_udelaire_19550724,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19550724.wav,open,1955-07-24,1955-07-24,Parts 1-4,00 hr. 34 min. 20 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Sabin, Francisco, Dr.|~|Angel Del Cerro, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Sabin, Francisco, Dr.|~|Angel Del Cerro, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/dn/6x/2h/21198=z1dn6x2h/ark%2B=21198=z1dn6x2h.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1dn6x2h%2Faudiowaveform.dat,,,2060.154083,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dn6x2h/manifest
Work,ark:/21198/z18w65cm,ark:/21198/z19c9kx1,Universidad del Aire 1955-07-31,ihc_udelaire_19550731,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19550731.wav,open,1955-07-31,1955-07-31,"Parts 1-3, Part 4 missing",00 hr. 43 min. 37 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Barreras, Antonio, Dr.|~|Alegria, Ciro, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Barreras, Antonio, Dr.|~|Alegria, Ciro, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/8w/65/cm/21198=z18w65cm/ark%2B=21198=z18w65cm.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz18w65cm%2Faudiowaveform.dat,,,2617.905542,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18w65cm/manifest
Work,ark:/21198/z1545dn6,ark:/21198/z19c9kx1,Universidad del Aire 1955-08-07,ihc_udelaire_19550807,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19550807.wav,open,1955-08-07,1955-08-07,Parts 1-4,00 hr. 56 min. 46 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Bueno, Salvador, Dr.|~|Sanchez, Luis Alberto, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Bueno, Salvador, Dr.|~|Sanchez, Luis Alberto, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/54/5d/n6/21198=z1545dn6/ark%2B=21198=z1545dn6.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1545dn6%2Faudiowaveform.dat,,,3406.031833,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1545dn6/manifest
Work,ark:/21198/z11c4nw1,ark:/21198/z19c9kx1,Universidad del Aire 1955-08-21,ihc_udelaire_19550821,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19550821.wav,open,1955-08-21,1955-08-21,Parts 1-4,00 hr. 48 min. 59 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Sabin, Francisco, Dr.|~|Marquez, Miguel F., Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Sabin, Francisco, Dr.|~|Marquez, Miguel F., Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/1c/4n/w1/21198=z11c4nw1/ark%2B=21198=z11c4nw1.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz11c4nw1%2Faudiowaveform.dat,,,2939.738583,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11c4nw1/manifest
Work,ark:/21198/z1wm45cp,ark:/21198/z19c9kx1,Universidad del Aire 1955-08-28,ihc_udelaire_19550828,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19550828.wav,open,1955-08-28,1955-08-28,Parts 1-4,00 hr. 58 min. 48 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Caronte, Francisco, Dr.|~|Antuña, Vicentina, Dr. |~|Ichaso, Francisco, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Caronte, Francisco, Dr.|~|Antuña, Vicentina, Dr. |~|Ichaso, Francisco, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/wm/45/cp/21198=z1wm45cp/ark%2B=21198=z1wm45cp.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1wm45cp%2Faudiowaveform.dat,,,3528.329458,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wm45cp/manifest
Work,ark:/21198/z1kq0t44,ark:/21198/z19c9kx1,Universidad del Aire 1955-09-04,ihc_udelaire_19550904,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19550904.wav,open,1955-09-04,1955-09-04,Parts 1-4,01 hr. 00 min. 00 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Mañach, Jorge, Dr.|~|Almendros, Herminio, Dr.|~|Campoamor, Fernando, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Mañach, Jorge, Dr.|~|Almendros, Herminio, Dr.|~|Campoamor, Fernando, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/kq/0t/44/21198=z1kq0t44/ark%2B=21198=z1kq0t44.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1kq0t44%2Faudiowaveform.dat,,,3600.215063,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kq0t44/manifest
Work,ark:/21198/z1rv3dr9,ark:/21198/z19c9kx1,Universidad del Aire 1955-09-18,ihc_udelaire_19550911,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19550911.wav,open,1955-09-18,1955-09-18,Parts 1-4,01 hr. 01 min. 34 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Masvidal, Aurelio Boza, Dr.|~|Augier, Angel, Dr.|~|Ichaso, Francisco, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Masvidal, Aurelio Boza, Dr.|~|Augier, Angel, Dr.|~|Ichaso, Francisco, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/rv/3d/r9/21198=z1rv3dr9/ark%2B=21198=z1rv3dr9.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1rv3dr9%2Faudiowaveform.dat,,,3694.041708,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rv3dr9/manifest
Work,ark:/21198/z1n61cb8,ark:/21198/z19c9kx1,Universidad del Aire 1955-09-18,ihc_udelaire_19550918,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19550918.wav,open,1955-09-18,1955-09-18,Parts 1-4,00 hr. 43 min. 49 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Barreras, Antonio, Dr.|~|Solís, Rafael Suárez, Dr.|~|Ichaso, Francisco, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Barreras, Antonio, Dr.|~|Solís, Rafael Suárez, Dr.|~|Ichaso, Francisco, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/n6/1c/b8/21198=z1n61cb8/ark%2B=21198=z1n61cb8.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1n61cb8%2Faudiowaveform.dat,,,2629.557604,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n61cb8/manifest
Work,ark:/21198/z1hf0mpf,ark:/21198/z19c9kx1,Universidad del Aire 1955-10-02,ihc_udelaire_19551002,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19551002.wav,open,1955-10-02,1955-10-02,Parts 1-4,00 hr. 47 min. 05 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Bueno, Salvador, Dr.|~|Muñoz, Eduardo, Dr.|~|Ichaso, Francisco, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Bueno, Salvador, Dr.|~|Muñoz, Eduardo, Dr.|~|Ichaso, Francisco, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/hf/0m/pf/21198=z1hf0mpf/ark%2B=21198=z1hf0mpf.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1hf0mpf%2Faudiowaveform.dat,,,2825.372354,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hf0mpf/manifest
Work,ark:/21198/z1cn9vz5,ark:/21198/z19c9kx1,Universidad del Aire 1955-10-09,ihc_udelaire_19551009,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19551009.wav,open,1955-10-09,1955-10-09,"Parts 1-3, Part 4 missing",00 hr. 19 min. 51 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Rodriguez, Jose. M. Valdes, Dr.|~|Alegria, Ciro, Dr.|~|Ichaso, Francisco, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Rodriguez, Jose. M. Valdes, Dr.|~|Alegria, Ciro, Dr.|~|Ichaso, Francisco, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/cn/9v/z5/21198=z1cn9vz5/ark%2B=21198=z1cn9vz5.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1cn9vz5%2Faudiowaveform.dat,,,1191.795542,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cn9vz5/manifest
Work,ark:/21198/z17w946s,ark:/21198/z19c9kx1,Universidad del Aire 1955-10-16,ihc_udelaire_19551016,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19551016.wav,open,1955-10-16,1955-10-16,Parts 1-4,00 hr. 30 min. 05 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Aja, Pedro Vicente, Dr.|~|Ichaso, Francisco, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Aja, Pedro Vicente, Dr.|~|Ichaso, Francisco, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/7w/94/6s/21198=z17w946s/ark%2B=21198=z17w946s.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz17w946s%2Faudiowaveform.dat,,,1805.146729,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17w946s/manifest
Work,ark:/21198/z1448cfx,ark:/21198/z19c9kx1,Universidad del Aire 1955-10-23,ihc_udelaire_19551023,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19551023.wav,open,1955-10-23,1955-10-23,"Parts 1-2 and 4, Part 3 missing",00 hr. 29 min. 49 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Baralt, Luis A., Dr.|~|Pons, César Garcia, Dr.|~|Piñera, Humberto, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Baralt, Luis A., Dr.|~|Pons, César Garcia, Dr.|~|Piñera, Humberto, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/44/8c/fx/21198=z1448cfx/ark%2B=21198=z1448cfx.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1448cfx%2Faudiowaveform.dat,,,1789.317375,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1448cfx/manifest
Work,ark:/21198/z10c7mq6,ark:/21198/z19c9kx1,Universidad del Aire 1955-10-30,ihc_udelaire_19551030,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19551030.wav,open,1955-10-30,1955-10-30,"Parts 1-3, Part 4 missing",00 hr. 21 min. 17 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Pons, César Garcia, Dr.|~|Piñera, César, Dr.|~|Baralt, Luis A., Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Pons, César Garcia, Dr.|~|Piñera, César, Dr.|~|Baralt, Luis A., Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/0c/7m/q6/21198=z10c7mq6/ark%2B=21198=z10c7mq6.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz10c7mq6%2Faudiowaveform.dat,,,1277.834708,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10c7mq6/manifest
Work,ark:/21198/z1vm748r,ark:/21198/z19c9kx1,Universidad del Aire 1955-11-06,ihc_udelaire_19551106,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19551106.wav,open,1955-11-06,1955-11-06,Parts 1-4,00 hr. 45 min. 36 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Baquero, Gaston, Ing.|~|Arzola, Conchita, Dr. |~|Ichaso, Francisco, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Baquero, Gaston, Ing.|~|Arzola, Conchita, Dr. |~|Ichaso, Francisco, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/vm/74/8r/21198=z1vm748r/ark%2B=21198=z1vm748r.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1vm748r%2Faudiowaveform.dat,,,2736.076979,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vm748r/manifest
Work,ark:/21198/z1qz52xw,ark:/21198/z19c9kx1,Universidad del Aire 1955-11-13,ihc_udelaire_19551113,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19551113.wav,open,1955-11-13,1955-11-13,Parts 3 and 4,00 hr. 19 min. 36 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Marquina, Rafael, Dr.|~|Ichaso, Francisco, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Marquina, Rafael, Dr.|~|Ichaso, Francisco, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/qz/52/xw/21198=z1qz52xw/ark%2B=21198=z1qz52xw.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1qz52xw%2Faudiowaveform.dat,,,1176.349625,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qz52xw/manifest
Work,ark:/21198/z1m64b97,ark:/21198/z19c9kx1,Universidad del Aire 1955-11-20,ihc_udelaire_19551120,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19551120.wav,open,1955-11-20,1955-11-20,Parts 1-4,00 hr. 50 min. 08 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Sagredo, Oscar, Dr.|~|Alonso, Marcelo. Dr.|~|Ichaso, Francisco, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Sagredo, Oscar, Dr.|~|Alonso, Marcelo. Dr.|~|Ichaso, Francisco, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/m6/4b/97/21198=z1m64b97/ark%2B=21198=z1m64b97.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1m64b97%2Faudiowaveform.dat,,,3008.832375,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m64b97/manifest
Work,ark:/21198/z1gf3khm,ark:/21198/z19c9kx1,Universidad del Aire 1955-11-25,ihc_udelaire_19551125,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19551125.wav,open,1955-11-25,1955-11-25,"Parts 1-2 and 4, Part 3 missing",00 hr. 29 min. 35 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Brian, Ignacio, Dr.|~|Alegria, Ciro, Dr.|~|Ichaso, Francisco, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Brian, Ignacio, Dr.|~|Alegria, Ciro, Dr.|~|Ichaso, Francisco, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/gf/3k/hm/21198=z1gf3khm/ark%2B=21198=z1gf3khm.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1gf3khm%2Faudiowaveform.dat,,,1775.873,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gf3khm/manifest
