Object Type,Title,Local identifier,Item ARK,Parent ARK,File Name,Item Sequence,Thumbnail,Visibility,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.note,Format.extent,Format.medium,Genre,Language,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Subject,IIIF Manifest URL
Work,1948-12 (vol. 08 | no. 82),ihc_fundamentos_194812,ark:/21198/z1qz52zb,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w1560,Open,,,,diciembre de 1948|~|1948-12,1948-12,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qz52zb/manifest
Work,1949-01 (vol. 09 | no. 083),ihc_fundamentos_194901,ark:/21198/z1m931m6,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p874bn,Open,,,,enero de 1949|~|1949-01,1949-01,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m931m6/manifest
Work,1949-02 (vol. 09 | no. 084),ihc_fundamentos_194902,ark:/21198/z1gj2907,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf3kwj,Open,,,,febrero de 1949|~|1949-02,1949-02,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gj2907/manifest
Work,1949-03 (vol. 09 | no. 085),ihc_fundamentos_194903,ark:/21198/z1bs1j72,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t99t9,Open,,,,marzo de 1949|~|1949-03,1949-03,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bs1j72/manifest
Work,1949-04 (vol. 09 | no. 086),ihc_fundamentos_194904,ark:/21198/z1710shn,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t758wm,Open,,,Missing pages 356 - 359,abril de 1949|~|1949-04,1949-04,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,90 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1710shn/manifest
Work,1949-05 (vol. 09 | no. 087),ihc_fundamentos_194905,ark:/21198/z13801rv,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx37zj,Open,,,,mayo de 1949|~|1949-05,1949-05,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,95 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13801rv/manifest
Work,1949-06 (vol. 09 | no. 088),ihc_fundamentos_194906,ark:/21198/z1zg9j7k,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p0114p,Open,,,,junio de 1949|~|1949-06,1949-06,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,79 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zg9j7k/manifest
Work,1949-07 (vol. 09 | no. 089),ihc_fundamentos_194907,ark:/21198/z1tq8skr,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h44hw9,Open,,,,julio de 1949|~|1949-07,1949-07,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,78 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tq8skr/manifest
Work,1949-08 (vol. 09 | no. 090),ihc_fundamentos_194908,ark:/21198/z1q26r65,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b881kt,Open,,,,agosto de 1949|~|1949-08,1949-08,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,94 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q26r65/manifest
Work,1949-09 (vol. 09 | no. 091),ihc_fundamentos_194909,ark:/21198/z1k960jq,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f4h3p,Open,,,,septiembre de 1949|~|1949-09,1949-09,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,94 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k960jq/manifest
Work,1949-10 (vol. 09 | no. 092),ihc_fundamentos_194910,ark:/21198/z1fj57vf,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm16zw,Open,,,,octubre de 1949|~|1949-10,1949-10,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,78 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fj57vf/manifest
Work,1949-11 (vol. 09 | no. 093),ihc_fundamentos_194911,ark:/21198/z19s4h27,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr4qqx,Open,,,numero especial decimo aniversario,noviembre de 1949|~|1949-11,1949-11,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,231 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19s4h27/manifest
Work,"1949-12, 1950-01 (vol. 10 | no. 094)",ihc_fundamentos_194912_195001,ark:/21198/z1613rbt,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s49jf8,Open,,,,"diciembre de 1949, enero de 1950|~|1949-12/1950-01",1949-12/1950-01,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1613rbt/manifest
Work,1950-02 (vol. 10 | no. 095),ihc_fundamentos_195002,ark:/21198/z12830jk,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k9610z,Open,,,Missing pages 112-113,febrero de 1950|~|1950-02,1950-02,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,103 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12830jk/manifest
Work,1950-03 (vol. 10 | no. 096),ihc_fundamentos_195003,ark:/21198/z1xh2h5n,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd9qwj,Open,,,,marzo de 1950|~|1950-03,1950-03,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xh2h5n/manifest
Work,1950-04 (vol. 10 | no. 097),ihc_fundamentos_195004,ark:/21198/z1sv0fsb,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht5frz,Open,,,Missing pages 329-344,abril de 1950|~|1950-04,1950-04,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,143 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sv0fsb/manifest
Work,1950-05 (vol. 10 | no. 098),ihc_fundamentos_195005,ark:/21198/z1p29q54,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1739hfj,Open,,,,mayo de 1950|~|1950-05,1950-05,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p29q54/manifest
Work,1950-06 (vol. 10 | no. 099),ihc_fundamentos_195006,ark:/21198/z1j98zfd,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh5gj0,Open,,,,junio de 1950|~|1950-06,1950-06,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j98zfd/manifest
Work,1950-07 (vol. 10 | no. 100),ihc_fundamentos_195007,ark:/21198/z1dj86pm,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp1z6n,Open,,,,julio de 1950|~|1950-07,1950-07,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,93 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dj86pm/manifest
Work,1950-08 (vol. 10 | no. 101),ihc_fundamentos_195008,ark:/21198/z18s7fxf,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk95cr,Open,,,Missing pages 757-772,agosto de 1950|~|1950-08,1950-08,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,64 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18s7fxf/manifest
Work,1950-09 (vol. 10 | no. 102),ihc_fundamentos_195009,ark:/21198/z1516q50,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bw0842,Open,,,,septiembre de 1950|~|1950-09,1950-09,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,100 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1516q50/manifest
Work,1950-10 (vol. 10 | no. 103),ihc_fundamentos_195010,ark:/21198/z1185zh5,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv3f8f,Open,,,,octubre de 1950|~|1950-10,1950-10,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,92 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1185zh5/manifest
Work,1950-11 (vol. 10 | no. 104),ihc_fundamentos_195011,ark:/21198/z1wm45d4,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ps0nfq,Open,,,,noviembre de 1950|~|1950-11,1950-11,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,88 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wm45d4/manifest
Work,1950-12 (vol. 10 | no. 105),ihc_fundamentos_195012,ark:/21198/z1rv3dsr,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w40nwv,Open,,,,diciembre de 1950|~|1950-12,1950-12,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rv3dsr/manifest
Work,1951-01 (vol. 11 | no. 106),ihc_fundamentos_195101,ark:/21198/z1n32p0v,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jh6cq8,Open,,,,enero de 1951|~|1951-01,1951-01,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,101 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n32p0v/manifest
Work,1951-02 (vol. 11 | no. 107),ihc_fundamentos_195102,ark:/21198/z1hb1x84,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg9jr9,Open,,,,febrero de 1951|~|1951-02,1951-02,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,100 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hb1x84/manifest
Work,1951-03 (vol. 11 | no. 108),ihc_fundamentos_195103,ark:/21198/z1ck15gw,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc3s8b,Open,,,,marzo de 1951|~|1951-03,1951-03,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ck15gw/manifest
Work,1951-04 (vol. 11 | no. 109),ihc_fundamentos_195104,ark:/21198/z17t0dqq,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r9h3r,Open,,,,abril de 1951|~|1951-04,1951-04,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17t0dqq/manifest
Work,1951-05 (vol. 11 | no. 110),ihc_fundamentos_195105,ark:/21198/z1419p3h,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q55g6h,Open,,,,mayo de 1951|~|1951-05,1951-05,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1419p3h/manifest
Work,1951-06 (vol. 11 | no. 111),ihc_fundamentos_195106,ark:/21198/z10c7mrn,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck161g,Open,,,Edition was corrected from July to June,junio de 1951|~|1951-06,1951-06,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,89 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10c7mrn/manifest
Work,1951-07 (vol. 11 | no. 112),ihc_fundamentos_195107,ark:/21198/z1vm7496,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k09wvj,Open,,,,julio de 1951|~|1951-07,1951-07,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,145 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vm7496/manifest
Work,1951-08 (vol. 11 | no. 113),ihc_fundamentos_195108,ark:/21198/z1qv6ckg,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f4h8x,Open,,,,agosto de 1951|~|1951-08,1951-08,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qv6ckg/manifest
Work,1951-09 (vol. 11 | no. 114),ihc_fundamentos_195109,ark:/21198/z1m35ms5,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx95tk,Open,,,,septiembre de 1951|~|1951-09,1951-09,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m35ms5/manifest
Work,1951-10 (vol. 11 | no. 115),ihc_fundamentos_195110,ark:/21198/z1gb4w2v,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gb4wpx,Open,,,,octubre de 1951|~|1951-10,1951-10,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,92 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gb4w2v/manifest
Work,1951-11 (vol. 11 | no. 116),ihc_fundamentos_195111,ark:/21198/z1bk4492,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d82417,Open,,,,noviembre de 1951|~|1951-11,1951-11,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,95 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bk4492/manifest
Work,1951-12 (vol. 11 | no. 117),ihc_fundamentos_195112,ark:/21198/z16t3cpp,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n7tvv,Open,,,,diciembre de 1951|~|1951-12,1951-12,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16t3cpp/manifest
