Object Type,Item ARK,Parent ARK,Title,Local identifier,File Name,Item Sequence,Thumbnail,Visibility,Contents note,Date.created,Date.normalized,Description.note,Format.extent,Genre,Language,Name.creator,Place of origin,Publisher.publisherName,Repository,Program,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Subject topic,volume | issue,IIIF Manifest URL
Work,ark:/21198/z13b8np4,ark:/21198/z1hn2jw4,1951-12-01,ihc_udelaire_195112,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j9208,open,,diciembre de 1951|~|1951-12,1951-12,,136 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 37,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13b8np4/manifest
Work,ark:/21198/z1739df9,ark:/21198/z1hn2jw4,1951-12-01 (segunda),ihc_udelaire_195112_2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n619j4,open,potential date misprint,diciembre de 1951|~|1951-12,1951-12,,100 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 36,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1739df9/manifest
Work,ark:/21198/z1zk857p,ark:/21198/z1hn2jw4,1952-01-01,ihc_udelaire_195201,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x7z0p,open,,enero de 1952|~|1952-01,1952-01,,97 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 38,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zk857p/manifest
Work,ark:/21198/z1tx63x8,ark:/21198/z1hn2jw4,1952-02-01,ihc_udelaire_195202,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mh0cp5,open,,febrero de 1952|~|1952-02,1952-02,,98 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 39,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tx63x8/manifest
Work,ark:/21198/z1q55c5t,ark:/21198/z1hn2jw4,1952-03-01,ihc_udelaire_195203,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z922ns,open,,marzo de 1952|~|1952-03,1952-03,,96 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 40,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q55c5t/manifest
Work,ark:/21198/z1kd4mdn,ark:/21198/z1hn2jw4,1952-04-01,ihc_udelaire_195204,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm50v5,open,,abril de 1952|~|1952-04,1952-04,,102 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 41,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kd4mdn/manifest
Work,ark:/21198/z1fn3vpx,ark:/21198/z1hn2jw4,1952-05-01,ihc_udelaire_195205,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg2d9w,open,,mayo de 1952|~|1952-05,1952-05,,120 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 42,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn3vpx/manifest
Work,ark:/21198/z19w341w,ark:/21198/z1hn2jw4,1952-06-01,ihc_udelaire_195206,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt4gc5,open,,junio de 1952|~|1952-06,1952-06,,86 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 43,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19w341w/manifest
Work,ark:/21198/z1642c7k,ark:/21198/z1hn2jw4,1952-07-01,ihc_udelaire_195207,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn5z33,open,,julio de 1952|~|1952-07,1952-07,,80 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 44,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1642c7k/manifest
Work,ark:/21198/z12c1mkr,ark:/21198/z1hn2jw4,1952-08-01,ihc_udelaire_195208,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv486r,open,,agosto de 1952|~|1952-08,1952-08,,92 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 45,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12c1mkr/manifest
Work,ark:/21198/z1xp9th7,ark:/21198/z1hn2jw4,1952-09-01,ihc_udelaire_195209,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j7067w,open,,septiembre de 1952|~|1952-09,1952-09,,76 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 46,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xp9th7/manifest
Work,ark:/21198/z1sx92sw,ark:/21198/z1hn2jw4,1952-10-01,ihc_udelaire_195210,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg1h6h,open,,octubre de 1952|~|1952-10,1952-10,,48 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 47,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sx92sw/manifest
Work,ark:/21198/z1p58b1f,ark:/21198/z1hn2jw4,1952-11-01,ihc_udelaire_195211,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm7zrv,open,,noviembre de 1952|~|1952-11,1952-11,,44 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 48,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p58b1f/manifest
Work,ark:/21198/z1jd7k9q,ark:/21198/z1hn2jw4,1952-12-01,ihc_udelaire_195212,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq8qt2,open,,diciembre de 1952|~|1952-12,1952-12,,38 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 49,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jd7k9q/manifest
