Object Type,Title,Item ARK,Parent ARK,Local identifier,File Name,Item Sequence,Thumbnail,Visibility,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,viewingHint,Name.director,Name.editor,Subject,Contributer.ChiefEditor,IIIF Manifest URL
Work,1951-08-30 (vol. 01 | no. 222),ark:/21198/z19w38c1,ark:/21198/z1710v9s,ihc_ultimahora_19510830,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv6fhd,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,30 de agosto de 1951|~|1951-08-30,1951-08-30,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19w38c1/manifest
Work,1951-08-31 (vol. 01 | no. 223),ark:/21198/z1642hm5,ark:/21198/z1710v9s,ihc_ultimahora_19510831,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd0ww4,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,31 de agosto de 1951|~|1951-08-31,1951-08-31,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1642hm5/manifest
Work,1951-09-01 (vol. 01 | no. 224),ark:/21198/z12g0g95,ark:/21198/z1710v9s,ihc_ultimahora_19510901,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x53x0,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,1ro. de septiembre de 1951|~|1951-09-01,1951-09-01,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12g0g95/manifest
Work,1951-09-03 (vol. 01 | no. 225),ark:/21198/z1xp9ztx,ark:/21198/z1710v9s,ihc_ultimahora_19510903,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df9k5s,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages.Text is faded/blurry throughout.,3 de septiembre de 1951|~|1951-09-03,1951-09-03,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xp9ztx/manifest
Work,1951-09-04 (vol. 01 | no. 226),ark:/21198/z1sx9730,ark:/21198/z1710v9s,ihc_ultimahora_19510904,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n041jw,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,4 de septiembre de 1951|~|1951-09-04,1951-09-04,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sx9730/manifest
Work,1951-09-05 (vol. 01 | no. 227),ark:/21198/z1p58gb4,ark:/21198/z1710v9s,ihc_ultimahora_19510905,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd9sfj,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,5 de septiembre de 1951|~|1951-09-05,1951-09-05,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p58gb4/manifest
Work,1951-09-06 (vol. 01 | no. 228),ark:/21198/z1jd7qmd,ark:/21198/z1710v9s,ihc_ultimahora_19510906,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z40jv,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,6 de septiembre de 1951|~|1951-09-06,1951-09-06,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jd7qmd/manifest
Work,1951-09-08 (vol. 01 | no. 230),ark:/21198/z1dn6zwp,ark:/21198/z1710v9s,ihc_ultimahora_19510908,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g8ftp,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,8 de septiembre de 1951|~|1951-09-08,1951-09-08,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dn6zwp/manifest
Work,1951-09-10 (vol. 01 | no. 231),ark:/21198/z18w6766,ark:/21198/z1710v9s,ihc_ultimahora_19510910,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j12x6t,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,10 de septiembre de 1951|~|1951-09-10,1951-09-10,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18w6766/manifest
Work,1951-09-11 (vol. 01 | no. 232),ark:/21198/z15745w3,ark:/21198/z1710v9s,ihc_ultimahora_19510911,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj7cgq,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,11 de septiembre de 1951|~|1951-09-11,1951-09-11,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15745w3/manifest
Work,1951-09-12 (vol. 01 | no. 233),ark:/21198/z11g3f4b,ark:/21198/z1710v9s,ihc_ultimahora_19510912,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1031kgm,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. 1-6 aren't scanned fully. Text is faded/blurry throughout.,12 de septiembre de 1951|~|1951-09-12,1951-09-12,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11g3f4b/manifest
Work,1951-09-13 (vol. 01 | no. 234),ark:/21198/z1wq2xp3,ark:/21198/z1710v9s,ihc_ultimahora_19510913,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m61td,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Pages 1-6 aren't scanned fully. Text is faded/blurry throughout.,13 de septiembre de 1951|~|1951-09-13,1951-09-13,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wq2xp3/manifest
Work,1951-09-14 (vol. 01 | no. 235),ark:/21198/z1rz25wv,ark:/21198/z1710v9s,ihc_ultimahora_19510914,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f50h53,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Pages 1-6 aren't scanned fully. Text is faded/blurry throughout.,14 de septiembre de 1951|~|1951-09-14,1951-09-14,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rz25wv/manifest
Work,1951-09-15 (vol. 01 | no. 236),ark:/21198/z1n61f69,ark:/21198/z1710v9s,ihc_ultimahora_19510915,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk6824,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Article on page 1 is circled in pen/marker.There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,15 de septiembre de 1951|~|1951-09-15,1951-09-15,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n61f69/manifest
Work,1951-09-17 (vol. 01 | no. 237),ark:/21198/z1hf0ph1,ark:/21198/z1710v9s,ihc_ultimahora_19510917,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w40qbh,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Page 4 isn't scanned fully.Text is faded/blurry throughout.,17 de septiembre de 1951|~|1951-09-17,1951-09-17,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hf0ph1/manifest
Work,1951-09-18 (vol. 01 | no. 238),ark:/21198/z1cn9xsr,ark:/21198/z1710v9s,ihc_ultimahora_19510918,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c56dt1,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages.Text is faded/blurry throughout.,18 de septiembre de 1951|~|1951-09-18,1951-09-18,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cn9xsr/manifest
Work,1951-09-19 (vol. 01 | no. 239),ark:/21198/z1807whh,ark:/21198/z1710v9s,ihc_ultimahora_19510919,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kq0w5d,open,,,"Redacción y Administractión: Cienfuegos 72|~|Issue no. is listed as ""238"" which is the previous issue's number and the ""8"" is struck out in pen/pencil and the number ""9"" replaces it therefore this is a probable typo.Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages.Text is faded/blurry throughout.",19 de septiembre de 1951|~|1951-09-19,1951-09-19,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1807whh/manifest
Work,1951-09-20 (vol. 01 | no. 240),ark:/21198/z14774s5,ark:/21198/z1710v9s,ihc_ultimahora_19510920,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t75bfm,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,20 de septiembre de 1951|~|1951-09-20,1951-09-20,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14774s5/manifest
Work,1951-09-21 (vol. 01 | no. 241),ark:/21198/z10g6d1d,ark:/21198/z1710v9s,ihc_ultimahora_19510921,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p0v3s,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,21 de septiembre de 1951|~|1951-09-21,1951-09-21,,,,,7 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10g6d1d/manifest
Work,1951-09-22 (vol. 01 | no. 242),ark:/21198/z1vq5wgt,ark:/21198/z1710v9s,ihc_ultimahora_19510922,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f4jpq,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,22 de septiembre de 1951|~|1951-09-22,1951-09-22,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vq5wgt/manifest
Work,1951-09-24 (vol. 01 | no. 243),ark:/21198/z1qz54sx,ark:/21198/z1710v9s,ihc_ultimahora_19510924,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz912c,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,24 de septiembre de 1951|~|1951-09-24,1951-09-24,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qz54sx/manifest
Work,1951-09-25 (vol. 01 | no. 244),ark:/21198/z1m64d4t,ark:/21198/z1710v9s,ihc_ultimahora_19510925,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh3g99,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,25 de septiembre de 1951|~|1951-09-25,1951-09-25,,,,,7 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m64d4t/manifest
Work,1951-09-26 (vol. 01 | no. 245),ark:/21198/z1gf3ncn,ark:/21198/z1710v9s,ihc_ultimahora_19510926,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p875xp,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Pages 2-4 and 6 aren't scanned fully. Text is faded/blurry throughout.,26 de septiembre de 1951|~|1951-09-26,1951-09-26,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gf3ncn/manifest
Work,1951-09-28 (vol. 01 | no. 246),ark:/21198/z1bs1m16,ark:/21198/z1710v9s,ihc_ultimahora_19510928,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wt1n82,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,28 de septiembre de 1951|~|1951-09-28,1951-09-28,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bs1m16/manifest
Work,1951-09-29 (vol. 01 | no. 247),ark:/21198/z1710vb7,ark:/21198/z1710v9s,ihc_ultimahora_19510929,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b5vb9,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,29 de septiembre de 1951|~|1951-09-29,1951-09-29,,,,,7 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1710vb7/manifest
Work,1951-09-30 (vol. 01 | no. 248),ark:/21198/z13803kf,ark:/21198/z1710v9s,ihc_ultimahora_19510930,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1739jx7,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,30 de septiembre de 1951|~|1951-09-30,1951-09-30,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13803kf/manifest
Work,1951-10-02 (vol. 01 | no. 249),ark:/21198/z1zg9m25,ark:/21198/z1710v9s,ihc_ultimahora_19511002,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn4163,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,2 de octubre de 1951|~|1951-10-02,1951-10-02,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zg9m25/manifest
Work,1951-10-03 (vol. 01 | no. 250),ark:/21198/z1tq8vcw,ark:/21198/z1710v9s,ihc_ultimahora_19511003,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p58ghc,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,3 de octubre de 1951|~|1951-10-03,1951-10-03,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tq8vcw/manifest
Work,1951-10-05 (vol. 01 | no. 251),ark:/21198/z1pz83nj,ark:/21198/z1710v9s,ihc_ultimahora_19511005,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq2xtw,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages.Text is faded/blurry throughout.,5 de octubre de 1951|~|1951-10-05,1951-10-05,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pz83nj/manifest
Work,1951-10-06 (vol. 01 | no. 252),ark:/21198/z1k67bzk,ark:/21198/z1710v9s,ihc_ultimahora_19511006,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1448ffr,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,6 de octubre de 1951|~|1951-10-06,1951-10-06,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k67bzk/manifest
Work,1951-10-07 (vol. 01 | no. 253),ark:/21198/z1fj59nk,ark:/21198/z1710v9s,ihc_ultimahora_19511007,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp2wt5,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,7 de octubre de 1951|~|1951-10-07,1951-10-07,,,,,7 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fj59nk/manifest
Work,1951-10-09 (vol. 01 | no. 254),ark:/21198/z19s4jwd,ark:/21198/z1710v9s,ihc_ultimahora_19511009,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff6mc2,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,9 de octubre de 1951|~|1951-10-09,1951-10-09,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19s4jwd/manifest
