Object Type,Title,Item ARK,Parent ARK,File Name,Visibility,Thumbnail,AltTitle.other,collection.physical,Item Sequence,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,viewingHint,Name.editor,Subject,IIIF Manifest URL
Work,1980-09-01,ark:/21198/z1k37px7,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj4fqr,,,,,1980-09-01,1980-09-01,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k37px7/manifest
Work,1980-09-03,ark:/21198/z1fb6z8t,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1q1z,,,,,1980-09-03,1980-09-03,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fb6z8t/manifest
Work,1980-09-05,ark:/21198/z19p4wwh,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj7dhg,,,,,1980-09-05,1980-09-05,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19p4wwh/manifest
Work,1980-09-08,ark:/21198/z15x457g,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh4nxm,,,,,1980-09-08,1980-09-08,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15x457g/manifest
Work,1980-09-10,ark:/21198/z1253djh,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck0c9r,,,,,1980-09-10,1980-09-10,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1253djh/manifest
Work,1980-09-12,ark:/21198/z1xd2x0b,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm6b5h,,,,,1980-09-12,1980-09-12,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xd2x0b/manifest
Work,1980-09-15,ark:/21198/z1sn257j,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk3b6t,,,,,1980-09-15,1980-09-15,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sn257j/manifest
Work,1980-09-17,ark:/21198/z1nw1dht,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm992k,,,,,1980-09-17,1980-09-17,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nw1dht/manifest
Work,1980-09-19,ark:/21198/z1j40nv9,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k694b,,,,,1980-09-19,1980-09-19,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j40nv9/manifest
Work,1980-09-22,ark:/21198/z1df8mgv,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn27t0,,,,,1980-09-22,1980-09-22,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1df8mgv/manifest
Work,1980-09-24,ark:/21198/z18p7vvg,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7zdw,,,,,1980-09-24,1980-09-24,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18p7vvg/manifest
Work,1980-09-26,ark:/21198/z14x744j,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn56pm,,,,,1980-09-26,1980-09-26,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14x744j/manifest
Work,1980-09-29,ark:/21198/z1156cd4,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0xbz,,,,,1980-09-29,1980-09-29,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1156cd4/manifest
Work,1980-10-03,ark:/21198/z1wd5vvj,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn85m4,,,,,1980-10-03,1980-10-03,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wd5vvj/manifest
Work,1980-10-06,ark:/21198/z1rn5452,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3w4p,,,,,1980-10-06,1980-10-06,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rn5452/manifest
Work,1980-10-08,ark:/21198/z1n032s2,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp14j6,,,,,1980-10-08,1980-10-08,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n032s2/manifest
Work,1980-10-11,ark:/21198/z1h72b36,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q6tx0,,,,,1980-10-11,1980-10-11,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h72b36/manifest
Work,1980-10-13,ark:/21198/z1cg1kfc,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2ss9,,,,,1980-10-13,1980-10-13,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cg1kfc/manifest
Work,1980-10-15,ark:/21198/z17q0tsj,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14q9ssm,,,,,1980-10-15,1980-10-15,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17q0tsj/manifest
Work,1980-10-17,ark:/21198/z13z030q,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5rpc,,,,,1980-10-17,1980-10-17,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13z030q/manifest
Work,1980-10-20,ark:/21198/z1059b79,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2rqp,,,,,1980-10-20,1980-10-20,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1059b79/manifest
Work,1980-10-22,ark:/21198/z1vd8trm,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8qfn,,,,,1980-10-22,1980-10-22,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vd8trm/manifest
Work,1980-10-24,ark:/21198/z1qr6scq,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v4dz5,,,,,1980-10-24,1980-10-24,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qr6scq/manifest
Work,1980-10-27,ark:/21198/z1m061qk,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt1p8c,,,,,1980-10-27,1980-10-27,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m061qk/manifest
Work,1980-10-29,ark:/21198/z1g75925,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v7cv7,,,,,1980-10-29,1980-10-29,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g75925/manifest
Work,1980-10-31,ark:/21198/z1bg4jcw,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht4n5f,,,,,1980-10-31,1980-10-31,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bg4jcw/manifest
Work,1984-06-23,ark:/21198/z16q3sk8,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w0bpz,,,,possible that pages are out of order (based on the way they're numbered) but could also just be a typo.,1984-06-23,1984-06-23,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16q3sk8/manifest
Work,1994-08-25,ark:/21198/z12z31tg,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt7m3z,,,,,1994-08-25,1994-08-25,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12z31tg/manifest
Work,1994-08-29,ark:/21198/z1z62jbh,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw3jsm,,,,,1994-08-29,1994-08-29,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z62jbh/manifest
Work,1994-11-28,ark:/21198/z1tj0h02,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx98bf,,,,,1994-11-28,1994-11-28,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tj0h02/manifest
Work,1994-12-01,ark:/21198/z1pr9r97,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw6hms,,,,,1994-12-01,1994-12-01,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pr9r97/manifest
Work,1994-12-12,ark:/21198/z1k090n3,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz278h,,,,,1994-12-12,1994-12-12,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k090n3/manifest
Work,1995-02-09,ark:/21198/z1f787xc,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9gj9,,,,,1995-02-09,1995-02-09,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f787xc/manifest
Work,1995-03-02,ark:/21198/z19g7h5m,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz563p,,,,,1995-03-02,1995-03-02,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7h5m/manifest
Work,1995-05-25,ark:/21198/z15q6rc0,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx2fgc,,,,,1995-05-25,1995-05-25,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15q6rc0/manifest
Work,1995-05-29,ark:/21198/z11z60qj,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz84vj,,,,2nd page missing some sections,1995-05-29,1995-05-29,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11z60qj/manifest
Work,1995-06-08,ark:/21198/z1x946k0,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v143pq,,,,2nd page missing some sections,1995-06-08,1995-06-08,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x946k0/manifest
Work,1995-11-09,ark:/21198/z1sj3fx5,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b013q1,,,,,1995-11-09,1995-11-09,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sj3fx5/manifest
Work,1995-11-23,ark:/21198/z1ns2q8r,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t172m7,,,,,1995-11-23,1995-11-23,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ns2q8r/manifest
Work,1996-02-08,ark:/21198/z1j11zjb,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19042p0,,,,,1996-02-08,1996-02-08,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j11zjb/manifest
Work,1996-04-11,ark:/21198/z1d816r3,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s201dh,,,,,1996-04-11,1996-04-11,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d816r3/manifest
Work,1996-04-18,ark:/21198/z18h0g0b,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835qwn,,,,,1996-04-18,1996-04-18,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18h0g0b/manifest
Work,1996-05-09,ark:/21198/z14q9q82,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r23067,,,,,1996-05-09,1996-05-09,,,,,4 pages,,newspapers,chi|~|spa,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14q9q82/manifest
Work,1996-05-16,ark:/21198/z1127nxh,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738pvm,,,,,1996-05-16,1996-05-16,,,,,4 pages,,newspapers,chi|~|spa,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1127nxh/manifest
Work,1996-05-23,ark:/21198/z1w975hh,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25z3x,,,,,1996-05-23,1996-05-23,,,,,4 pages,,newspapers,chi|~|spa,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w975hh/manifest
Work,1996-05-30,ark:/21198/z1rj6dt7,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641nnw,,,,,1996-05-30,1996-05-30,,,,,4 pages,,newspapers,chi|~|spa,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rj6dt7/manifest
Work,1996-06-06,ark:/21198/z1ms5p4c,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28x1f,,,,,1996-06-06,1996-06-06,,,,,4 pages,,newspapers,chi|~|spa,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ms5p4c/manifest
Work,1996-06-13,ark:/21198/z1h14x9m,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1544mfm,,,,,1996-06-13,1996-06-13,,,,,4 pages,,newspapers,chi|~|spa,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h14x9m/manifest
Work,1996-06-20,ark:/21198/z1c845jt,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60k8g,,,,,1996-06-20,1996-06-20,,,,,4 pages,,newspapers,chi|~|spa,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c845jt/manifest
Work,1996-06-27,ark:/21198/z17h3dvj,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1447k97,,,,,1996-06-27,1996-06-27,,,,,4 pages,,newspapers,chi|~|spa,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17h3dvj/manifest
