Object Type,Title,Item ARK,Parent ARK,File Name,Item Sequence,Thumbnail,Contents note,Visibility,Date.created,Date.normalized,Format.extent,Genre,Language,Local identifier,Place of origin,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Contributor.subdirector,Name.editor,Subject,IIIF Manifest URL
Work,1938-06-27 (año 03 | no. 74),ark:/21198/z12g09p1,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np4ss1,,open,27 de junio de 1938|~|1938-06-27,1938-06-27,20 pages,newspapers,spa,ihc_mediodia_19380627,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1928","Rodríguez, Carlos Rafael, 1913-1928",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12g09p1/manifest
Work,1938-07-04 (año 03 | no. 75),ark:/21198/z1xp9t5r,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h75rh,,open,4 de julio de 1938|~|1938-07-04,1938-07-04,20 pages,newspapers,spa,ihc_mediodia_19380704,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1927","Rodríguez, Carlos Rafael, 1913-1927",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xp9t5r/manifest
Work,1938-07-11 (año 03 | no. 76),ark:/21198/z1sx92dz,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb9sx6,,open,11 de julio de 1938|~|1938-07-11,1938-07-11,20 pages,newspapers,spa,ihc_mediodia_19380711,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1926","Rodríguez, Carlos Rafael, 1913-1926",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sx92dz/manifest
Work,1938-07-18 (año 03 | no. 77),ark:/21198/z1p589n3,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19625xp,,open,18 de julio de 1938|~|1938-07-18,1938-07-18,37 pages,newspapers,spa,ihc_mediodia_19380718,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1925","Rodríguez, Carlos Rafael, 1913-1925",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p589n3/manifest
Work,1938-07-25 (año 03 | no. 78),ark:/21198/z1jd7jzt,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh97bh,,open,25 de julio de 1938|~|1938-07-25,1938-07-25,20 pages,newspapers,spa,ihc_mediodia_19380725,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1924","Rodríguez, Carlos Rafael, 1913-1924",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jd7jzt/manifest
Work,1938-08-01 (año 03 | no. 79),ark:/21198/z1dr5hkx,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c1mdh,,open,1 de agosto de 1938|~|1938-08-01,1938-08-01,20 pages,newspapers,spa,ihc_mediodia_19380801,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1923","Rodríguez, Carlos Rafael, 1913-1923",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr5hkx/manifest
Work,1938-08-08 (año 03 | no. 80),ark:/21198/z1904rxd,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m647m1,,open,8 de agosto de 1938|~|1938-08-08,1938-08-08,20 pages,newspapers,spa,ihc_mediodia_19380808,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1922","Rodríguez, Carlos Rafael, 1913-1922",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1904rxd/manifest
Work,1938-08-15 (año 03 | no. 81),ark:/21198/z157417x,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x7x5h,,open,15 de agosto de 1938|~|1938-08-15,1938-08-15,20 pages,newspapers,spa,ihc_mediodia_19380815,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1921","Rodríguez, Carlos Rafael, 1913-1921",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz157417x/manifest
Work,1938-08-22 (año 03 | no. 82),ark:/21198/z11g38f9,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ps0j87,,open,22 de agosto de 1938|~|1938-08-22,1938-08-22,20 pages,newspapers,spa,ihc_mediodia_19380822,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1920","Rodríguez, Carlos Rafael, 1913-1920",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11g38f9/manifest
Work,1938-08-29 (año 03 | no. 83),ark:/21198/z1wq2rzm,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m2xbp,,open,29 de agosto de 1938|~|1938-08-29,1938-08-29,20 pages,newspapers,spa,ihc_mediodia_19380829,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1919","Rodríguez, Carlos Rafael, 1913-1919",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wq2rzm/manifest
Work,1938-09-05 (año 03 | no. 84),ark:/21198/z1rz215s,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x6698x,,open,5 de septiembre de 1938|~|1938-09-05,1938-09-05,20 pages,newspapers,spa,ihc_mediodia_19380905,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1918","Rodríguez, Carlos Rafael, 1913-1918",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rz215s/manifest
Work,1938-09-12 (año 03 | no. 85),ark:/21198/z1n618jq,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b5974t,,open,12 de septiembre de 1938|~|1938-09-12,1938-09-12,20 pages,newspapers,spa,ihc_mediodia_19380912,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1917","Rodríguez, Carlos Rafael, 1913-1917",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n618jq/manifest
Work,1938-09-19 (año 03 | no. 86),ark:/21198/z1hh9758,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w11v75,,open,19 de septiembre de 1938|~|1938-09-19,1938-09-19,20 pages,newspapers,spa,ihc_mediodia_19380919,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1916","Rodríguez, Carlos Rafael, 1913-1916",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hh9758/manifest
Work,1938-09-26 (año 03 | no. 87),ark:/21198/z1cr8gjw,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv479p,,open,26 de septiembre de 1938|~|1938-09-26,1938-09-26,19 pages,newspapers,spa,ihc_mediodia_19380926,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1915","Rodríguez, Carlos Rafael, 1913-1915",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cr8gjw/manifest
Work,1938-10-03 (año 03 | no. 88),ark:/21198/z1807qtg,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f7c0h,,open,3 de octubre de 1938|~|1938-10-03,1938-10-03,21 pages,newspapers,spa,ihc_mediodia_19381003,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1914","Rodríguez, Carlos Rafael, 1913-1914",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1807qtg/manifest
Work,1938-10-10 (año 03 | no. 89),ark:/21198/z1477023,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hf0j2j,,open,10 de octubre de 1938|~|1938-10-10,1938-10-10,24 pages,newspapers,spa,ihc_mediodia_19381010,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1913","Rodríguez, Carlos Rafael, 1913-1913",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1477023/manifest
Work,1938-10-17 (año 03 | no. 90),ark:/21198/z10g679x,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j98vsn,,open,17 de octubre de 1938|~|1938-10-17,1938-10-17,23 pages,newspapers,spa,ihc_mediodia_19381017,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1912","Rodríguez, Carlos Rafael, 1913-1912",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10g679x/manifest
Work,1938-10-24 (año 03 | no. 91),ark:/21198/z1vq5qrb,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k38h0f,,open,24 de octubre de 1938|~|1938-10-24,1938-10-24,24 pages,newspapers,spa,ihc_mediodia_19381024,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1911","Rodríguez, Carlos Rafael, 1913-1911",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vq5qrb/manifest
Work,1938-10-31 (año 03 | no. 92),ark:/21198/z1qz5039,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw84d6,,open,31 de octubre de 1938|~|1938-10-31,1938-10-31,24 pages,newspapers,spa,ihc_mediodia_19381031,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1910","Rodríguez, Carlos Rafael, 1913-1910",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qz5039/manifest
Work,1938-11-07 (año 03 | no. 93),ark:/21198/z1m92xst,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms6g65,,open,7 de noviembre de 1938|~|1938-11-07,1938-11-07,24 pages,newspapers,spa,ihc_mediodia_19381107,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1909","Rodríguez, Carlos Rafael, 1913-1909",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m92xst/manifest
Work,1938-11-14 (año 03 | no. 94),ark:/21198/z1gj2657,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk63dj,,open,14 de noviembre de 1938|~|1938-11-14,1938-11-14,24 pages,newspapers,spa,ihc_mediodia_19381114,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1908","Rodríguez, Carlos Rafael, 1913-1908",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gj2657/manifest
Work,1938-11-21 (año 03 | no. 95),ark:/21198/z1bs1fcm,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc5qss,,open,21 de noviembre de 1938|~|1938-11-21,1938-11-21,24 pages,newspapers,spa,ihc_mediodia_19381121,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1907","Rodríguez, Carlos Rafael, 1913-1907",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bs1fcm/manifest
Work,1938-11-28 (año 03 | no. 96),ark:/21198/z1710pn6,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q842jp,,open,28 de noviembre de 1938|~|1938-11-28,1938-11-28,25 pages,newspapers,spa,ihc_mediodia_19381128,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1906","Rodríguez, Carlos Rafael, 1913-1906",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1710pn6/manifest
Work,1938-12-05 (año 03 | no. 97),ark:/21198/z1379xv1,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m92z0x,,open,5 de diciembre de 1938|~|1938-12-05,1938-12-05,23 pages,newspapers,spa,ihc_mediodia_19381205,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1905","Rodríguez, Carlos Rafael, 1913-1905",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1379xv1/manifest
Work,1938-12-12 (año 03 | no. 98),ark:/21198/z1zg9fbp,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv3b5v,,open,12 de diciembre de 1938|~|1938-12-12,1938-12-12,25 pages,newspapers,spa,ihc_mediodia_19381212,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1904","Rodríguez, Carlos Rafael, 1913-1904",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zg9fbp/manifest
Work,1938-12-19 (año 03 | no. 99),ark:/21198/z1tq8pq9,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p00x3m,,open,19 de diciembre de 1938|~|1938-12-19,1938-12-19,24 pages,newspapers,spa,ihc_mediodia_19381219,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1903","Rodríguez, Carlos Rafael, 1913-1903",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tq8pq9/manifest
Work,1938-12-26 (año 03 | no. 100),ark:/21198/z1q26nc5,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k09sp2,,open,26 de diciembre de 1938|~|1938-12-26,1938-12-26,24 pages,newspapers,spa,ihc_mediodia_19381226,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1902","Rodríguez, Carlos Rafael, 1913-1902",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q26nc5/manifest
Work,1939-01-02 (año 03 | no. 101),ark:/21198/z1k95wqb,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw84fn,,open,2 de enero de 1939|~|1939-01-02,1939-01-02,32 pages,newspapers,spa,ihc_mediodia_19390102,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1901","Rodríguez, Carlos Rafael, 1913-1901",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k95wqb/manifest
Work,1939-01-09 (año 03 | no. 102),ark:/21198/z1fj550d,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kq0qht,,open,9 de enero de 1939|~|1939-01-09,1939-01-09,32 pages,newspapers,spa,ihc_mediodia_19390109,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1900","Rodríguez, Carlos Rafael, 1913-1900",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fj550d/manifest
Work,1939-01-16 (año 03 | no. 103),ark:/21198/z19s4d6s,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km217p,,open,16 de enero de 1939|~|1939-01-16,1939-01-16,33 pages,newspapers,spa,ihc_mediodia_19390116,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1899","Rodríguez, Carlos Rafael, 1913-1899",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19s4d6s/manifest
Work,1939-01-23 (año 03 | no. 104),ark:/21198/z1613ngc,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn3vkk,,open,23 de enero de 1939|~|1939-01-23,1939-01-23,33 pages,newspapers,spa,ihc_mediodia_19390123,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1898","Rodríguez, Carlos Rafael, 1913-1898",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1613ngc/manifest
